============================================================
  PREDIKPEDIA -- R-ASISTENCIA LIMPIA / FILTRADO DE INDECISOS
============================================================
[OK] Archivo cargado: 1000 agentes totales
     Columnas: ['ID', 'Region', 'MBTI', 'Veredicto', 'Confianza', 'Volátil', 'R1', 'R2', 'R3']

-- Distribucion original de Veredictos --
  Indeciso                                 829
  Keiko Fujimori                           149
  Rafael López Aliaga                      17
  Voto en Blanco / Nulo                    2
  OTRO CANDIDATO                           2
  Jorge Nieto                              1

[PASO 1] Indecisos identificados: 829
[INFO] Agentes ya decididos (no Indecisos): 171
  [0631/829] PREDIK-PE-0993 (Lima) -> ACTIVO: Indeciso Activo
  [0632/829] PREDIK-PE-0157 (Lima) -> ACTIVO: Indeciso Activo
  [0633/829] PREDIK-PE-0195 (Lima) -> ACTIVO: Indeciso Activo
  [0634/829] PREDIK-PE-0991 (Lima) -> ACTIVO: Indeciso Activo
  [0635/829] PREDIK-PE-0690 (Lima) -> ACTIVO: Indeciso Activo
  [0636/829] PREDIK-PE-0083 (Lima) -> ACTIVO: Indeciso Activo
  [0637/829] PREDIK-PE-0653 (Lima) -> ACTIVO: Indeciso Activo
  [0638/829] PREDIK-PE-0106 (Lima) -> ACTIVO: Indeciso Activo
  [0639/829] PREDIK-PE-0866 (Lima) -> ACTIVO: Indeciso Activo
  [0640/829] PREDIK-PE-0765 (Lima) -> ACTIVO: Indeciso Activo
  [0641/829] PREDIK-PE-0524 (Lima) -> ACTIVO: Indeciso Activo
  [0642/829] PREDIK-PE-0921 (Lima) -> ACTIVO: Indeciso Activo
  [0643/829] PREDIK-PE-0810 (Lima) -> ACTIVO: Indeciso Activo
  [0644/829] PREDIK-PE-0762 (Lima) -> ACTIVO: Indeciso Activo
  [0645/829] PREDIK-PE-0806 (Lima) -> ACTIVO: Indeciso Activo
  [0646/829] PREDIK-PE-0870 (Lima) -> ACTIVO: Indeciso Activo
  [0647/829] PREDIK-PE-0447 (Lima) -> ACTIVO: Indeciso Activo
  [0648/829] PREDIK-PE-0538 (Lima) -> ACTIVO: Indeciso Activo
  [0649/829] PREDIK-PE-0890 (Lima) -> ACTIVO: Indeciso Activo
  [0650/829] PREDIK-PE-0053 (Lima) -> ACTIVO: Indeciso Activo
           [CKP] Checkpoint guardado (650 procesados)
  [0651/829] PREDIK-PE-0731 (Lima) -> ACTIVO: Indeciso Activo
  [0652/829] PREDIK-PE-0516 (Lima) -> ACTIVO: Indeciso Activo
  [0653/829] PREDIK-PE-0863 (Lima) -> ACTIVO: Indeciso Activo
  [0654/829] PREDIK-PE-0561 (Lima) -> ACTIVO: Indeciso Activo
  [0655/829] PREDIK-PE-0563 (Lima) -> ACTIVO: Indeciso Activo
  [0656/829] PREDIK-PE-0453 (Lima) -> ACTIVO: Indeciso Activo
  [0657/829] PREDIK-PE-0896 (Lima) -> ACTIVO: Indeciso Activo
  [0658/829] PREDIK-PE-0811 (Lima) -> ACTIVO: Indeciso Activo
  [0659/829] PREDIK-PE-0792 (Lima) -> ACTIVO: Indeciso Activo
  [0660/829] PREDIK-PE-0988 (Lima) -> ACTIVO: Indeciso Activo
  [0661/829] PREDIK-PE-0376 (Lima) -> ACTIVO: Indeciso Activo
  [0662/829] PREDIK-PE-0584 (Lima) -> ACTIVO: Indeciso Activo
  [0663/829] PREDIK-PE-0784 (Lima) -> ACTIVO: Indeciso Activo
  [0664/829] PREDIK-PE-0528 (Lima) -> ACTIVO: Indeciso Activo
  [0665/829] PREDIK-PE-0846 (Lima) -> ACTIVO: Indeciso Activo
  [0666/829] PREDIK-PE-0602 (Lima) -> ACTIVO: Indeciso Activo
  [0667/829] PREDIK-PE-0301 (Lima) -> ACTIVO: Indeciso Activo
  [0668/829] PREDIK-PE-0066 (Lima) -> ACTIVO: Indeciso Activo
  [0669/829] PREDIK-PE-0268 (Lima) -> ACTIVO: Indeciso Activo
  [0670/829] PREDIK-PE-0296 (Lima) -> ACTIVO: Indeciso Activo
  [0671/829] PREDIK-PE-0337 (Lima) -> ACTIVO: Indeciso Activo
  [0672/829] PREDIK-PE-0590 (Lima) -> ACTIVO: Indeciso Activo
  [0673/829] PREDIK-PE-0057 (Lima) -> ACTIVO: Indeciso Activo
  [0674/829] PREDIK-PE-0881 (Lima) -> ACTIVO: Indeciso Activo
  [0675/829] PREDIK-PE-0197 (Lima) -> ACTIVO: Indeciso Activo
           [CKP] Checkpoint guardado (675 procesados)
  [0676/829] PREDIK-PE-0021 (Lima) -> ACTIVO: Indeciso Activo
  [0677/829] PREDIK-PE-0721 (Lima) -> ACTIVO: Indeciso Activo
  [0678/829] PREDIK-PE-0895 (Lima) -> ACTIVO: Indeciso Activo
  [0679/829] PREDIK-PE-0807 (Lima) -> ACTIVO: Indeciso Activo
  [0680/829] PREDIK-PE-0624 (Lima) -> ACTIVO: Indeciso Activo
  [0681/829] PREDIK-PE-0759 (Lima) -> ACTIVO: Indeciso Activo
  [0682/829] PREDIK-PE-0685 (Lima) -> ACTIVO: Indeciso Activo
  [0683/829] PREDIK-PE-0306 (Lima) -> ACTIVO: Indeciso Activo
  [0684/829] PREDIK-PE-0997 (Lima) -> ACTIVO: Indeciso Activo
  [0685/829] PREDIK-PE-0923 (Lima) -> ACTIVO: Indeciso Activo
  [0686/829] PREDIK-PE-0652 (Lima) -> ACTIVO: Indeciso Activo
  [0687/829] PREDIK-PE-0059 (Lima) -> ACTIVO: Indeciso Activo
  [0688/829] PREDIK-PE-0963 (Lima) -> ACTIVO: Indeciso Activo
  [0689/829] PREDIK-PE-0304 (Lima) -> ACTIVO: Indeciso Activo
  [0690/829] PREDIK-PE-0324 (Lima) -> ACTIVO: Indeciso Activo
  [0691/829] PREDIK-PE-0109 (Lima) -> ACTIVO: Indeciso Activo
  [0692/829] PREDIK-PE-0823 (Lima) -> ACTIVO: Indeciso Activo
  [0693/829] PREDIK-PE-0279 (Lima) -> ACTIVO: Indeciso Activo
  [0694/829] PREDIK-PE-0710 (Lima) -> ACTIVO: Indeciso Activo
  [0695/829] PREDIK-PE-0889 (Lima) -> ACTIVO: Indeciso Activo
  [0696/829] PREDIK-PE-0204 (Lima) -> ACTIVO: Indeciso Activo
  [0697/829] PREDIK-PE-0736 (Lima) -> ACTIVO: Indeciso Activo
  [0698/829] PREDIK-PE-0363 (Lima) -> ACTIVO: Indeciso Activo
  [0699/829] PREDIK-PE-0942 (Lima) -> ACTIVO: Indeciso Activo
  [0700/829] PREDIK-PE-0101 (Lima) -> ACTIVO: Indeciso Activo
           [CKP] Checkpoint guardado (700 procesados)
  [0701/829] PREDIK-PE-0105 (Lima) -> ACTIVO: Indeciso Activo
  [0702/829] PREDIK-PE-0397 (Lima) -> ACTIVO: Indeciso Activo
  [0703/829] PREDIK-PE-0264 (Lima) -> ACTIVO: Indeciso Activo
  [0704/829] PREDIK-PE-0420 (Lima) -> ACTIVO: Indeciso Activo
  [0705/829] PREDIK-PE-0967 (Lima) -> ACTIVO: Indeciso Activo
  [0706/829] PREDIK-PE-0783 (Lima) -> ACTIVO: Indeciso Activo
  [0707/829] PREDIK-PE-0675 (Lima) -> ACTIVO: Indeciso Activo
  [0708/829] PREDIK-PE-0756 (Lima) -> ACTIVO: Indeciso Activo
  [0709/829] PREDIK-PE-0463 (Lima) -> ACTIVO: Indeciso Activo
  [0710/829] PREDIK-PE-0310 (Lima) -> ACTIVO: Indeciso Activo
  [0711/829] PREDIK-PE-0430 (Lima) -> ACTIVO: Indeciso Activo
  [0712/829] PREDIK-PE-0064 (Lima) -> ACTIVO: Indeciso Activo
  [0713/829] PREDIK-PE-0504 (Lima) -> ACTIVO: Indeciso Activo
  [0714/829] PREDIK-PE-0954 (Lima) -> ACTIVO: Indeciso Activo
  [0715/829] PREDIK-PE-0929 (Lima) -> ACTIVO: Indeciso Activo
  [0716/829] PREDIK-PE-0050 (Lima) -> ACTIVO: Indeciso Activo
  [0717/829] PREDIK-PE-0374 (Lima) -> ACTIVO: Indeciso Activo
  [0718/829] PREDIK-PE-0676 (Lima) -> ACTIVO: Indeciso Activo
  [0719/829] PREDIK-PE-0440 (Lima) -> ACTIVO: Indeciso Activo
  [0720/829] PREDIK-PE-0418 (Lima) -> ACTIVO: Indeciso Activo
  [0721/829] PREDIK-PE-0608 (Lima) -> ACTIVO: Indeciso Activo
  [0722/829] PREDIK-PE-0334 (Lima) -> ACTIVO: Indeciso Activo
  [0723/829] PREDIK-PE-0256 (Lima) -> ACTIVO: Indeciso Activo
  [0724/829] PREDIK-PE-0229 (Lima) -> ACTIVO: Indeciso Activo
  [0725/829] PREDIK-PE-0569 (Lima) -> ACTIVO: Indeciso Activo
           [CKP] Checkpoint guardado (725 procesados)
  [0726/829] PREDIK-PE-0115 (Lima) -> ACTIVO: Indeciso Activo
  [0727/829] PREDIK-PE-0838 (Lima) -> ACTIVO: Indeciso Activo
  [0728/829] PREDIK-PE-0664 (Lima) -> ACTIVO: Indeciso Activo
  [0729/829] PREDIK-PE-0542 (Lima) -> ACTIVO: Indeciso Activo
  [0730/829] PREDIK-PE-0029 (Lima) -> ACTIVO: Indeciso Activo
  [0731/829] PREDIK-PE-0872 (Lima) -> ACTIVO: Indeciso Activo
  [0732/829] PREDIK-PE-0527 (Lima) -> ACTIVO: Indeciso Activo
  [0733/829] PREDIK-PE-0660 (Lima) -> ACTIVO: Indeciso Activo
  [0734/829] PREDIK-PE-0483 (Lima) -> ACTIVO: Indeciso Activo
  [0735/829] PREDIK-PE-0754 (Lima) -> ACTIVO: Indeciso Activo
  [0736/829] PREDIK-PE-0022 (Lima) -> ACTIVO: Indeciso Activo
  [0737/829] PREDIK-PE-0900 (Lima) -> ACTIVO: Indeciso Activo
  [0738/829] PREDIK-PE-0943 (Lima) -> ACTIVO: Indeciso Activo
  [0739/829] PREDIK-PE-0290 (Lima) -> ACTIVO: Indeciso Activo
  [0740/829] PREDIK-PE-0850 (Lima) -> ACTIVO: Indeciso Activo
  [0741/829] PREDIK-PE-0708 (Lima) -> ACTIVO: Indeciso Activo
  [0742/829] PREDIK-PE-0039 (Lima) -> ACTIVO: Indeciso Activo
  [0743/829] PREDIK-PE-0392 (Lima) -> ACTIVO: Indeciso Activo
  [0744/829] PREDIK-PE-0601 (Lima) -> ACTIVO: Indeciso Activo
  [0745/829] PREDIK-PE-0318 (Lima) -> ACTIVO: Indeciso Activo
  [0746/829] PREDIK-PE-0501 (Lima) -> ACTIVO: Indeciso Activo
  [0747/829] PREDIK-PE-0141 (Lima) -> ACTIVO: Indeciso Activo
  [0748/829] PREDIK-PE-0023 (Lima) -> ACTIVO: Indeciso Activo
  [0749/829] PREDIK-PE-0174 (Lima) -> ACTIVO: Indeciso Activo
  [0750/829] PREDIK-PE-0074 (Lima) -> ACTIVO: Indeciso Activo
           [CKP] Checkpoint guardado (750 procesados)
  [0751/829] PREDIK-PE-0486 (Lima) -> ACTIVO: Indeciso Activo
  [0752/829] PREDIK-PE-0772 (Lima) -> ACTIVO: Indeciso Activo
  [0753/829] PREDIK-PE-0346 (Lima) -> ACTIVO: Indeciso Activo
  [0754/829] PREDIK-PE-0194 (Lima) -> ACTIVO: Indeciso Activo
  [0755/829] PREDIK-PE-0966 (Lima) -> ACTIVO: Indeciso Activo
  [0756/829] PREDIK-PE-0434 (Lima) -> ACTIVO: Indeciso Activo
  [0757/829] PREDIK-PE-0329 (Lima) -> ACTIVO: Indeciso Activo
  [0758/829] PREDIK-PE-0416 (Lima) -> ACTIVO: Indeciso Activo
  [0759/829] PREDIK-PE-0122 (Lima) -> ACTIVO: Indeciso Activo
  [0760/829] PREDIK-PE-0955 (Lima) -> ACTIVO: Indeciso Activo
  [0761/829] PREDIK-PE-0293 (Lima) -> ACTIVO: Indeciso Activo
  [0762/829] PREDIK-PE-0934 (Lima) -> ACTIVO: Indeciso Activo
  [0763/829] PREDIK-PE-0041 (Lima) -> ACTIVO: Indeciso Activo
  [0764/829] PREDIK-PE-0533 (Lima) -> ACTIVO: Indeciso Activo
  [0765/829] PREDIK-PE-0078 (Lima) -> ACTIVO: Indeciso Activo
  [0766/829] PREDIK-PE-0125 (Lima) -> ACTIVO: Indeciso Activo
  [0767/829] PREDIK-PE-0084 (Lima) -> ACTIVO: Indeciso Activo
  [0768/829] PREDIK-PE-0320 (Lima) -> ACTIVO: Indeciso Activo
  [0769/829] PREDIK-PE-0595 (Lima) -> ACTIVO: Indeciso Activo
  [0770/829] PREDIK-PE-0333 (Lima) -> ACTIVO: Indeciso Activo
  [0771/829] PREDIK-PE-0633 (Lima) -> ACTIVO: Indeciso Activo
  [0772/829] PREDIK-PE-0409 (Lima) -> ACTIVO: Indeciso Activo
  [0773/829] PREDIK-PE-0436 (Lima) -> ACTIVO: Indeciso Activo
  [0774/829] PREDIK-PE-0605 (Lima) -> ACTIVO: Indeciso Activo
  [0775/829] PREDIK-PE-0703 (Lima) -> ACTIVO: Indeciso Activo
           [CKP] Checkpoint guardado (775 procesados)
  [0776/829] PREDIK-PE-0457 (Lima) -> ACTIVO: Indeciso Activo
  [0777/829] PREDIK-PE-0959 (Lima) -> ACTIVO: Indeciso Activo
  [0778/829] PREDIK-PE-0844 (Lima) -> ACTIVO: Indeciso Activo
  [0779/829] PREDIK-PE-0441 (Lima) -> ACTIVO: Indeciso Activo
  [0780/829] PREDIK-PE-0049 (Lima) -> ACTIVO: Indeciso Activo
  [0781/829] PREDIK-PE-0625 (Lima) -> ACTIVO: Indeciso Activo
  [0782/829] PREDIK-PE-0186 (Lima) -> ACTIVO: Indeciso Activo
  [0783/829] PREDIK-PE-0699 (Lima) -> ACTIVO: Indeciso Activo
  [0784/829] PREDIK-PE-0151 (Lima) -> ACTIVO: Indeciso Activo
  [0785/829] PREDIK-PE-0712 (Lima) -> ACTIVO: Indeciso Activo
  [0786/829] PREDIK-PE-0498 (Lima) -> ACTIVO: Indeciso Activo
  [0787/829] PREDIK-PE-0089 (Lima) -> ACTIVO: Indeciso Activo
  [0788/829] PREDIK-PE-0835 (Lima) -> ACTIVO: Indeciso Activo
  [0789/829] PREDIK-PE-0596 (Lima) -> ACTIVO: Indeciso Activo
  [0790/829] PREDIK-PE-0667 (Lima) -> ACTIVO: Indeciso Activo
  [0791/829] PREDIK-PE-0276 (Lima) -> ACTIVO: Indeciso Activo
  [0792/829] PREDIK-PE-0118 (Lima) -> ACTIVO: Indeciso Activo
  [0793/829] PREDIK-PE-0774 (Lima) -> ACTIVO: Indeciso Activo
  [0794/829] PREDIK-PE-0375 (Lima) -> ACTIVO: Indeciso Activo
  [0795/829] PREDIK-PE-0119 (Lima) -> ACTIVO: Indeciso Activo
  [0796/829] PREDIK-PE-0217 (Lima) -> ACTIVO: Indeciso Activo
  [0797/829] PREDIK-PE-0801 (Lima) -> ACTIVO: Indeciso Activo
  [0798/829] PREDIK-PE-0112 (Lima) -> ACTIVO: Indeciso Activo
  [0799/829] PREDIK-PE-0805 (Lima) -> ACTIVO: Indeciso Activo
  [0800/829] PREDIK-PE-0196 (Lima) -> ACTIVO: Indeciso Activo
           [CKP] Checkpoint guardado (800 procesados)
  [0801/829] PREDIK-PE-0677 (Lima) -> ACTIVO: Indeciso Activo
  [0802/829] PREDIK-PE-0395 (Lima) -> ACTIVO: Indeciso Activo
  [0803/829] PREDIK-PE-0439 (Lima) -> ACTIVO: Indeciso Activo
  [0804/829] PREDIK-PE-0555 (Lima) -> ACTIVO: Indeciso Activo
  [0805/829] PREDIK-PE-0864 (Lima) -> ACTIVO: Indeciso Activo
  [0806/829] PREDIK-PE-0366 (Lima) -> ACTIVO: Indeciso Activo
  [0807/829] PREDIK-PE-0939 (Lima) -> ACTIVO: Indeciso Activo
  [0808/829] PREDIK-PE-0893 (Lima) -> ACTIVO: Indeciso Activo
  [0809/829] PREDIK-PE-0033 (Lima) -> ACTIVO: Indeciso Activo
  [0810/829] PREDIK-PE-0176 (Lima) -> ACTIVO: Indeciso Activo
  [0811/829] PREDIK-PE-0166 (Lima) -> ACTIVO: Indeciso Activo
  [0812/829] PREDIK-PE-0737 (Lima) -> ACTIVO: Indeciso Activo
  [0813/829] PREDIK-PE-0415 (Lima) -> ACTIVO: Indeciso Activo
  [0814/829] PREDIK-PE-0933 (Lima) -> ACTIVO: Indeciso Activo
  [0815/829] PREDIK-PE-0192 (Lima) -> ACTIVO: Indeciso Activo
  [0816/829] PREDIK-PE-0232 (Lima) -> ACTIVO: Indeciso Activo
  [0817/829] PREDIK-PE-0885 (Lima) -> ACTIVO: Indeciso Activo
  [0818/829] PREDIK-PE-0918 (Lima) -> ACTIVO: Indeciso Activo
  [0819/829] PREDIK-PE-0766 (Lima) -> ACTIVO: Indeciso Activo
  [0820/829] PREDIK-PE-0715 (Lima) -> ACTIVO: Indeciso Activo
  [0821/829] PREDIK-PE-0184 (Lima) -> ACTIVO: Indeciso Activo
  [0822/829] PREDIK-PE-0465 (Lima) -> ACTIVO: Indeciso Activo
  [0823/829] PREDIK-PE-0800 (Lima) -> ACTIVO: Indeciso Activo
  [0824/829] PREDIK-PE-0620 (Lima) -> ACTIVO: Indeciso Activo
  [0825/829] PREDIK-PE-0540 (Lima) -> ACTIVO: Indeciso Activo
           [CKP] Checkpoint guardado (825 procesados)
  [0826/829] PREDIK-PE-0500 (Lima) -> ACTIVO: Indeciso Activo
  [0827/829] PREDIK-PE-0260 (Lima) -> ACTIVO: Indeciso Activo
  [0828/829] PREDIK-PE-0691 (Lima) -> ACTIVO: Indeciso Activo
  [0829/829] PREDIK-PE-0354 (Lima) -> ACTIVO: Indeciso Activo

[OK] Archivo generado: c:/MiroModi/Archivo Predikpédico\PERU_ASISTENCIA_LIMPIA.csv

============================================================
  INFORME FINAL -- R-ASISTENCIA LIMPIA PERU 2026
============================================================
  UNIVERSO TOTAL           :   1000
  Indecisos procesados     :    829
  -----------------------------------------
  -> Indeciso Activo (iran):    827  (99.8%)
  -> Ausente (no asistira) :      2  (0.2%)

  NUEVA BASE ELECTORAL
  -----------------------------------------
  Ya decididos             :    171
  + Indecisos Activos      :    827
  = Votos Emitidos         :    998  (99.8% del universo)
  Ausentes definitivos     :      2

  DISTRIBUCION CANDIDATOS (base ya-decidida):
    Keiko Fujimori                       149  (14.9%)
    Rafael López Aliaga                   17  (1.7%)
    Voto en Blanco / Nulo                  2  (0.2%)
    OTRO CANDIDATO                         2  (0.2%)
    Jorge Nieto                            1  (0.1%)

  Informe JSON -> c:/MiroModi/Archivo Predikpédico\INFORME_ASISTENCIA_LIMPIA.json
  CSV filtrado -> c:/MiroModi/Archivo Predikpédico\PERU_ASISTENCIA_LIMPIA.csv

