Agent_ID,Geo,NSE,Age,Sit_Personal,Bienes_Durables,Sit_Pais
Agent_0878,GBA,ABC1,53,Positiva,Neutral,Neutral
Agent_0879,Interior,D/E,22,Negativa,Negativa,Negativa
Agent_0880,Interior,C3,24,Positiva,Neutral,Neutral
Agent_0881,Interior,D/E,51,Negativa,Neutral,Negativa
Agent_0882,Interior,C2,19,Negativa,Negativa,Positiva
Agent_0883,CABA,D/E,18,Neutral,Negativa,Neutral
Agent_0884,CABA,C3,36,Positiva,Negativa,Neutral
Agent_0885,GBA,D/E,42,Negativa,Negativa,Negativa
Agent_0886,Interior,ABC1,25,Neutral,Negativa,Neutral
Agent_0887,CABA,C2,24,Negativa,Positiva,Positiva
Agent_0888,Interior,D/E,34,Negativa,Negativa,Negativa
Agent_0889,GBA,D/E,48,Negativa,Negativa,Positiva
Agent_0890,GBA,C3,26,Positiva,Positiva,Positiva
Agent_0891,Interior,D/E,53,Negativa,Negativa,Negativa
Agent_0892,Interior,D/E,85,Negativa,Negativa,Negativa
Agent_0893,CABA,D/E,54,Positiva,Negativa,Negativa
Agent_0894,CABA,ABC1,74,Neutral,Neutral,Negativa
Agent_0895,GBA,ABC1,31,Negativa,Negativa,Positiva
Agent_0896,Interior,C3,56,Neutral,Positiva,Neutral
Agent_0897,GBA,D/E,79,Negativa,Negativa,Negativa
Agent_0898,Interior,D/E,44,Positiva,Negativa,Negativa
Agent_0899,Interior,D/E,73,Negativa,Negativa,Negativa
Agent_0900,Interior,C3,40,Neutral,Negativa,Negativa
Agent_0901,Interior,C2,41,Positiva,Negativa,Negativa
Agent_0902,Interior,C2,46,Neutral,Positiva,Neutral
Agent_0903,Interior,ABC1,75,Neutral,Negativa,Positiva
Agent_0904,GBA,C2,44,Negativa,Positiva,Neutral
Agent_0905,CABA,C2,85,Neutral,Positiva,Neutral
Agent_0906,Interior,D/E,30,Negativa,Negativa,Negativa
Agent_0907,Interior,C3,23,Negativa,Negativa,Negativa
Agent_0908,GBA,D/E,27,Neutral,Negativa,Neutral
Agent_0909,Interior,ABC1,75,Neutral,Negativa,Negativa
Agent_0910,CABA,ABC1,82,Neutral,Negativa,Neutral
Agent_0911,GBA,D/E,49,Neutral,Negativa,Neutral
Agent_0912,GBA,D/E,81,Negativa,Neutral,Neutral
Agent_0913,CABA,D/E,42,Negativa,Negativa,Neutral
Agent_0914,Interior,C2,62,Positiva,Negativa,Positiva
Agent_0915,Interior,C3,72,Neutral,Positiva,Positiva
Agent_0916,CABA,C3,19,Negativa,Positiva,Positiva
Agent_0917,GBA,D/E,64,Negativa,Negativa,Positiva
Agent_0918,Interior,C3,31,Neutral,Negativa,Negativa
Agent_0919,CABA,D/E,56,Negativa,Negativa,Negativa
Agent_0920,Interior,C2,39,Positiva,Negativa,Negativa
Agent_0921,Interior,C3,85,Positiva,Neutral,Neutral
Agent_0922,Interior,D/E,67,Negativa,Negativa,Neutral
Agent_0923,GBA,D/E,48,Negativa,Negativa,Negativa
Agent_0924,GBA,D/E,80,Negativa,Negativa,Negativa
Agent_0925,CABA,D/E,28,Neutral,Negativa,Negativa
Agent_0926,GBA,ABC1,34,Negativa,Negativa,Neutral
Agent_0927,GBA,C2,57,Negativa,Neutral,Negativa
Agent_0928,Interior,C2,48,Negativa,Negativa,Positiva
Agent_0929,Interior,ABC1,55,Positiva,Neutral,Neutral
Agent_0930,Interior,ABC1,29,Positiva,Positiva,Neutral
Agent_0931,Interior,D/E,31,Negativa,Negativa,Negativa
Agent_0932,Interior,D/E,27,Negativa,Negativa,Negativa
Agent_0933,GBA,D/E,76,Negativa,Negativa,Positiva
Agent_0934,CABA,C3,33,Neutral,Neutral,Neutral
Agent_0935,GBA,D/E,41,Negativa,Negativa,Neutral
Agent_0936,Interior,C3,52,Neutral,Neutral,Neutral
Agent_0937,Interior,D/E,36,Negativa,Negativa,Negativa
Agent_0938,GBA,D/E,50,Negativa,Negativa,Negativa
Agent_0939,GBA,D/E,49,Positiva,Negativa,Negativa
Agent_0940,Interior,C2,31,Neutral,Negativa,Positiva
Agent_0941,Interior,C3,53,Positiva,Negativa,Positiva
Agent_0942,Interior,D/E,80,Negativa,Negativa,Positiva
Agent_0943,GBA,D/E,33,Negativa,Negativa,Neutral
Agent_0944,CABA,D/E,69,Negativa,Negativa,Positiva
Agent_0945,CABA,D/E,84,Negativa,Negativa,Positiva
Agent_0946,Interior,D/E,21,Negativa,Negativa,Negativa
Agent_0947,Interior,D/E,25,Positiva,Negativa,Negativa
Agent_0948,Interior,C3,43,Neutral,Positiva,Neutral
Agent_0949,GBA,D/E,81,Negativa,Negativa,Positiva
Agent_0950,Interior,ABC1,70,Positiva,Negativa,Negativa
Agent_0951,CABA,C2,45,Neutral,Positiva,Negativa
Agent_0952,CABA,D/E,28,Negativa,Negativa,Positiva
Agent_0953,GBA,C3,69,Positiva,Negativa,Negativa
Agent_0954,Interior,D/E,42,Negativa,Negativa,Positiva
Agent_0955,GBA,D/E,40,Negativa,Negativa,Positiva
Agent_0956,CABA,D/E,60,Negativa,Negativa,Negativa
Agent_0957,GBA,C3,57,Positiva,Neutral,Negativa
Agent_0958,CABA,ABC1,47,Neutral,Negativa,Neutral
Agent_0959,CABA,C3,53,Positiva,Neutral,Positiva
Agent_0960,CABA,D/E,31,Neutral,Negativa,Negativa
Agent_0961,GBA,ABC1,43,Neutral,Negativa,Positiva
Agent_0962,CABA,D/E,30,Negativa,Negativa,Negativa
Agent_0963,Interior,D/E,29,Negativa,Negativa,Negativa
Agent_0964,CABA,D/E,70,Neutral,Negativa,Negativa
Agent_0965,Interior,ABC1,51,Positiva,Neutral,Negativa
Agent_0966,GBA,C3,20,Positiva,Negativa,Neutral
Agent_0967,Interior,C3,29,Negativa,Negativa,Positiva
Agent_0968,Interior,C3,79,Positiva,Neutral,Positiva
Agent_0969,Interior,ABC1,64,Negativa,Neutral,Positiva
Agent_0970,GBA,C3,72,Neutral,Positiva,Positiva
Agent_0971,Interior,D/E,41,Positiva,Negativa,Negativa
Agent_0972,Interior,C3,42,Positiva,Neutral,Negativa
Agent_0973,CABA,C2,24,Neutral,Neutral,Negativa
Agent_0974,Interior,D/E,83,Negativa,Negativa,Negativa
Agent_0975,GBA,D/E,28,Negativa,Negativa,Negativa
Agent_0976,Interior,D/E,51,Negativa,Neutral,Negativa
Agent_0977,GBA,D/E,46,Negativa,Negativa,Negativa
Agent_0978,GBA,D/E,48,Positiva,Negativa,Negativa
Agent_0979,GBA,D/E,30,Negativa,Neutral,Negativa
Agent_0980,Interior,D/E,71,Negativa,Neutral,Positiva
Agent_0981,Interior,ABC1,55,Positiva,Neutral,Negativa
Agent_0982,Interior,D/E,45,Neutral,Negativa,Negativa
Agent_0983,GBA,ABC1,37,Negativa,Negativa,Positiva
Agent_0984,GBA,C3,79,Neutral,Negativa,Neutral
Agent_0985,Interior,C3,18,Neutral,Neutral,Negativa
Agent_0986,GBA,D/E,49,Negativa,Negativa,Negativa
Agent_0987,Interior,C2,46,Neutral,Negativa,Negativa
Agent_0988,Interior,ABC1,40,Positiva,Negativa,Negativa
Agent_0989,CABA,C2,43,Neutral,Negativa,Negativa
Agent_0990,GBA,C3,61,Neutral,Positiva,Neutral
Agent_0991,GBA,C3,65,Positiva,Negativa,Neutral
Agent_0992,GBA,C3,84,Positiva,Positiva,Negativa
Agent_0993,CABA,C3,61,Neutral,Neutral,Positiva
Agent_0994,Interior,C3,44,Positiva,Neutral,Neutral
Agent_0995,GBA,C3,33,Neutral,Neutral,Negativa
Agent_0996,CABA,D/E,45,Negativa,Negativa,Negativa
Agent_0997,GBA,D/E,84,Negativa,Negativa,Negativa
Agent_0998,CABA,ABC1,24,Negativa,Neutral,Positiva
Agent_0999,CABA,D/E,40,Negativa,Positiva,Positiva
Agent_1000,CABA,D/E,35,Negativa,Negativa,Negativa
Agent_1001,Interior,D/E,70,Negativa,Negativa,Negativa
Agent_1002,Interior,D/E,66,Negativa,Neutral,Negativa
Agent_1003,Interior,D/E,29,Negativa,Negativa,Positiva
Agent_1004,Interior,D/E,51,Negativa,Negativa,Negativa
Agent_1005,Interior,C3,38,Neutral,Neutral,Neutral
Agent_1006,GBA,D/E,45,Negativa,Negativa,Negativa
Agent_1007,GBA,C3,18,Negativa,Negativa,Negativa
Agent_1008,GBA,D/E,59,Neutral,Negativa,Negativa
Agent_1009,GBA,C3,25,Positiva,Negativa,Negativa
Agent_1010,GBA,C3,44,Positiva,Negativa,Neutral
Agent_1011,GBA,D/E,33,Positiva,Negativa,Negativa
Agent_1012,Interior,D/E,20,Neutral,Negativa,Negativa
Agent_1013,Interior,ABC1,48,Positiva,Positiva,Positiva
Agent_1014,Interior,D/E,30,Negativa,Neutral,Negativa
Agent_1015,Interior,C2,34,Positiva,Negativa,Positiva
Agent_1016,Interior,D/E,21,Neutral,Positiva,Neutral
Agent_1017,CABA,D/E,41,Negativa,Negativa,Negativa
Agent_1018,Interior,D/E,49,Negativa,Neutral,Neutral
Agent_1019,Interior,C2,23,Positiva,Neutral,Negativa
Agent_1020,CABA,C3,53,Neutral,Negativa,Neutral
Agent_1021,CABA,C3,82,Negativa,Negativa,Positiva
Agent_1022,GBA,C3,36,Positiva,Neutral,Positiva
Agent_1023,GBA,C3,54,Positiva,Positiva,Neutral
Agent_1024,CABA,D/E,46,Negativa,Negativa,Negativa
Agent_1025,Interior,C3,37,Positiva,Positiva,Neutral
Agent_1026,Interior,C3,25,Neutral,Negativa,Negativa
Agent_1027,Interior,D/E,75,Negativa,Negativa,Negativa
Agent_1028,Interior,D/E,37,Neutral,Negativa,Positiva
Agent_1029,GBA,D/E,74,Negativa,Negativa,Positiva
Agent_1030,Interior,D/E,26,Negativa,Negativa,Negativa
Agent_1031,CABA,C3,24,Neutral,Neutral,Negativa
Agent_1032,Interior,C3,32,Positiva,Negativa,Neutral
Agent_1033,GBA,C2,28,Negativa,Negativa,Positiva
Agent_1034,Interior,C3,51,Neutral,Negativa,Negativa
Agent_1035,Interior,C3,36,Positiva,Negativa,Positiva
Agent_1036,Interior,ABC1,34,Neutral,Negativa,Neutral
Agent_1037,GBA,D/E,31,Neutral,Negativa,Negativa
Agent_1038,CABA,C3,24,Negativa,Negativa,Positiva
Agent_1039,CABA,D/E,62,Negativa,Negativa,Negativa
Agent_1040,Interior,C2,33,Neutral,Neutral,Positiva
Agent_1041,Interior,ABC1,26,Neutral,Positiva,Positiva
Agent_1042,Interior,C2,33,Neutral,Neutral,Neutral
Agent_1043,Interior,D/E,45,Neutral,Negativa,Positiva
Agent_1044,Interior,D/E,27,Negativa,Negativa,Neutral
Agent_1045,Interior,D/E,48,Neutral,Negativa,Negativa
Agent_1046,GBA,D/E,24,Negativa,Negativa,Negativa
Agent_1047,GBA,C3,21,Neutral,Negativa,Negativa
Agent_1048,Interior,ABC1,44,Neutral,Neutral,Negativa
Agent_1049,GBA,C3,21,Neutral,Negativa,Negativa
Agent_1050,Interior,D/E,27,Positiva,Negativa,Negativa
Agent_1051,Interior,D/E,29,Positiva,Negativa,Negativa
Agent_1052,CABA,C3,33,Neutral,Negativa,Negativa
Agent_1053,GBA,C3,76,Neutral,Negativa,Negativa
Agent_1054,CABA,C3,78,Positiva,Negativa,Positiva
Agent_1055,CABA,C2,83,Neutral,Negativa,Neutral
Agent_1056,Interior,D/E,28,Negativa,Negativa,Negativa
Agent_1057,Interior,C3,35,Neutral,Negativa,Positiva
Agent_1058,Interior,D/E,36,Negativa,Positiva,Negativa
Agent_1059,GBA,ABC1,29,Positiva,Neutral,Positiva
Agent_1060,Interior,C2,55,Positiva,Neutral,Neutral
Agent_1061,GBA,C3,51,Neutral,Negativa,Positiva
Agent_1062,CABA,D/E,61,Negativa,Negativa,Positiva
Agent_1063,GBA,D/E,30,Negativa,Positiva,Negativa
Agent_1064,Interior,C3,58,Negativa,Negativa,Neutral
Agent_1065,CABA,D/E,44,Negativa,Negativa,Negativa
Agent_1066,Interior,ABC1,52,Negativa,Neutral,Positiva
Agent_1067,CABA,D/E,75,Negativa,Negativa,Neutral
Agent_1068,CABA,D/E,20,Negativa,Negativa,Negativa
Agent_1069,Interior,ABC1,58,Negativa,Neutral,Negativa
Agent_1070,Interior,D/E,37,Neutral,Negativa,Negativa
Agent_1071,Interior,D/E,54,Negativa,Negativa,Negativa
Agent_1072,Interior,C3,36,Neutral,Negativa,Neutral
Agent_1073,CABA,D/E,37,Negativa,Negativa,Positiva
Agent_1074,Interior,D/E,47,Negativa,Negativa,Neutral
Agent_1075,GBA,D/E,52,Negativa,Positiva,Negativa
Agent_1076,Interior,ABC1,65,Positiva,Neutral,Negativa
Agent_1077,Interior,C2,75,Neutral,Negativa,Positiva
Agent_1078,GBA,D/E,35,Negativa,Neutral,Negativa
Agent_1079,Interior,D/E,69,Negativa,Negativa,Negativa
Agent_1080,Interior,ABC1,34,Negativa,Neutral,Positiva
Agent_1081,Interior,C3,33,Neutral,Negativa,Negativa
Agent_1082,Interior,ABC1,30,Negativa,Negativa,Neutral
Agent_1083,Interior,D/E,22,Negativa,Negativa,Negativa
Agent_1084,Interior,D/E,30,Negativa,Positiva,Negativa
Agent_1085,Interior,ABC1,65,Negativa,Neutral,Negativa
Agent_1086,Interior,D/E,70,Negativa,Negativa,Negativa
Agent_1087,GBA,ABC1,39,Neutral,Neutral,Negativa
Agent_1088,CABA,C2,76,Neutral,Neutral,Negativa
Agent_1089,GBA,D/E,24,Negativa,Negativa,Negativa
Agent_1090,GBA,C3,54,Positiva,Negativa,Positiva
Agent_1091,Interior,D/E,52,Negativa,Negativa,Neutral
Agent_1092,Interior,D/E,81,Neutral,Negativa,Neutral
Agent_1093,GBA,C2,38,Negativa,Negativa,Positiva
Agent_1094,CABA,C3,67,Negativa,Negativa,Negativa
Agent_1095,GBA,C2,35,Positiva,Negativa,Negativa
Agent_1096,GBA,D/E,43,Negativa,Negativa,Negativa
Agent_1097,GBA,D/E,39,Negativa,Negativa,Negativa
Agent_1098,CABA,D/E,61,Positiva,Negativa,Negativa
Agent_1099,Interior,D/E,44,Neutral,Negativa,Negativa
Agent_1100,Interior,C3,51,Negativa,Neutral,Neutral
Agent_1101,CABA,C3,20,Neutral,Negativa,Positiva
Agent_1102,Interior,ABC1,52,Neutral,Neutral,Neutral
Agent_1103,GBA,D/E,29,Negativa,Positiva,Negativa
Agent_1104,GBA,D/E,65,Negativa,Negativa,Negativa
Agent_1105,Interior,D/E,63,Positiva,Neutral,Positiva
Agent_1106,Interior,D/E,21,Negativa,Negativa,Neutral
Agent_1107,GBA,D/E,26,Positiva,Negativa,Negativa
Agent_1108,Interior,D/E,77,Negativa,Negativa,Negativa
Agent_1109,GBA,D/E,25,Negativa,Negativa,Negativa
Agent_1110,Interior,C2,77,Positiva,Negativa,Negativa
Agent_1111,GBA,D/E,37,Negativa,Negativa,Negativa
Agent_1112,Interior,D/E,27,Neutral,Negativa,Positiva
Agent_1113,Interior,D/E,18,Negativa,Negativa,Negativa
Agent_1114,Interior,ABC1,20,Neutral,Negativa,Neutral
Agent_1115,Interior,C3,43,Positiva,Negativa,Neutral
Agent_1116,CABA,ABC1,37,Neutral,Neutral,Positiva
Agent_1117,Interior,C2,30,Positiva,Negativa,Positiva
Agent_1118,GBA,D/E,60,Neutral,Negativa,Negativa
Agent_1119,Interior,C3,48,Neutral,Neutral,Positiva
Agent_1120,Interior,C3,26,Neutral,Neutral,Positiva
Agent_1121,Interior,C2,24,Neutral,Negativa,Positiva
Agent_1122,Interior,D/E,69,Neutral,Negativa,Neutral
Agent_1123,Interior,ABC1,24,Negativa,Positiva,Neutral
Agent_1124,Interior,C3,28,Positiva,Negativa,Negativa
Agent_1125,Interior,D/E,42,Negativa,Negativa,Neutral
Agent_1126,GBA,D/E,36,Negativa,Negativa,Negativa
Agent_1127,GBA,D/E,28,Negativa,Negativa,Negativa
Agent_1128,Interior,C3,77,Neutral,Positiva,Positiva
Agent_1129,GBA,D/E,72,Negativa,Negativa,Negativa
Agent_1130,GBA,D/E,80,Neutral,Negativa,Neutral
Agent_1131,CABA,D/E,45,Negativa,Negativa,Negativa
Agent_1132,Interior,D/E,67,Negativa,Neutral,Negativa
Agent_1133,Interior,D/E,75,Negativa,Negativa,Negativa
Agent_1134,Interior,C2,49,Negativa,Neutral,Neutral
Agent_1135,GBA,D/E,25,Negativa,Neutral,Negativa
Agent_1136,Interior,C3,46,Positiva,Negativa,Neutral
Agent_1137,Interior,C3,79,Neutral,Negativa,Positiva
Agent_1138,CABA,C3,40,Positiva,Neutral,Positiva
Agent_1139,CABA,C3,29,Positiva,Negativa,Negativa
Agent_1140,CABA,ABC1,45,Positiva,Positiva,Negativa
Agent_1141,GBA,C2,24,Negativa,Negativa,Positiva
Agent_1142,GBA,C2,65,Neutral,Negativa,Neutral
Agent_1143,Interior,D/E,40,Negativa,Negativa,Negativa
Agent_1144,GBA,C2,24,Positiva,Positiva,Neutral
Agent_1145,Interior,D/E,51,Negativa,Negativa,Negativa
Agent_1146,Interior,C3,25,Neutral,Positiva,Positiva
Agent_1147,Interior,C3,43,Positiva,Negativa,Positiva
Agent_1148,Interior,C3,77,Negativa,Neutral,Neutral
Agent_1149,GBA,C3,66,Neutral,Negativa,Positiva
Agent_1150,GBA,ABC1,71,Positiva,Positiva,Neutral
Agent_1151,Interior,C2,45,Neutral,Positiva,Neutral
Agent_1152,GBA,D/E,45,Positiva,Negativa,Negativa
Agent_1153,CABA,ABC1,35,Positiva,Positiva,Negativa
Agent_1154,GBA,C3,31,Positiva,Neutral,Neutral
Agent_1155,CABA,C3,53,Negativa,Negativa,Positiva
Agent_1156,Interior,C3,26,Positiva,Neutral,Positiva
Agent_1157,CABA,D/E,57,Negativa,Negativa,Positiva
Agent_1158,GBA,C3,26,Neutral,Negativa,Neutral
Agent_1159,GBA,D/E,53,Negativa,Negativa,Negativa
Agent_1160,Interior,ABC1,26,Negativa,Negativa,Negativa
Agent_1161,Interior,ABC1,62,Negativa,Positiva,Positiva
Agent_1162,Interior,D/E,36,Negativa,Negativa,Negativa
Agent_1163,GBA,D/E,66,Negativa,Negativa,Negativa
Agent_1164,Interior,D/E,33,Neutral,Negativa,Neutral
Agent_1165,Interior,D/E,43,Negativa,Negativa,Negativa
Agent_1166,CABA,ABC1,33,Neutral,Neutral,Positiva
Agent_1167,Interior,D/E,60,Negativa,Negativa,Neutral
Agent_1168,Interior,C3,43,Neutral,Negativa,Positiva
Agent_1169,Interior,ABC1,35,Neutral,Positiva,Negativa
Agent_1170,GBA,C3,25,Positiva,Positiva,Neutral
Agent_1171,Interior,D/E,57,Negativa,Neutral,Negativa
Agent_1172,GBA,ABC1,36,Positiva,Negativa,Positiva
Agent_1173,CABA,D/E,61,Negativa,Negativa,Positiva
Agent_1174,Interior,C3,40,Negativa,Neutral,Negativa
Agent_1175,CABA,ABC1,73,Neutral,Neutral,Positiva
Agent_1176,Interior,C2,78,Positiva,Positiva,Neutral
Agent_1177,Interior,C3,22,Positiva,Neutral,Negativa
Agent_1178,Interior,C3,24,Neutral,Neutral,Positiva
Agent_1179,GBA,C2,54,Positiva,Negativa,Positiva
Agent_1180,GBA,D/E,51,Negativa,Negativa,Negativa
Agent_1181,GBA,D/E,27,Neutral,Neutral,Negativa
Agent_1182,CABA,C3,36,Positiva,Negativa,Negativa
Agent_1183,Interior,ABC1,42,Neutral,Negativa,Neutral
Agent_1184,Interior,D/E,75,Negativa,Negativa,Negativa
Agent_1185,GBA,C2,19,Positiva,Negativa,Positiva
Agent_1186,GBA,D/E,76,Positiva,Negativa,Negativa
Agent_1187,GBA,D/E,30,Negativa,Negativa,Negativa
Agent_1188,GBA,C3,83,Positiva,Negativa,Positiva
Agent_1189,Interior,D/E,52,Negativa,Negativa,Negativa
Agent_1190,GBA,C3,23,Positiva,Neutral,Negativa
Agent_1191,Interior,D/E,25,Negativa,Negativa,Negativa
Agent_1192,Interior,D/E,78,Negativa,Positiva,Negativa
Agent_1193,Interior,ABC1,23,Positiva,Negativa,Positiva
Agent_1194,GBA,D/E,41,Negativa,Neutral,Negativa
Agent_1195,Interior,C3,36,Positiva,Negativa,Neutral
Agent_1196,CABA,D/E,73,Negativa,Negativa,Neutral
Agent_1197,Interior,C3,73,Neutral,Neutral,Negativa
Agent_1198,GBA,C2,78,Neutral,Positiva,Positiva
Agent_1199,Interior,ABC1,32,Neutral,Negativa,Positiva
Agent_1200,GBA,D/E,34,Negativa,Negativa,Negativa
